"subject" "activity" "featDomain" "featAcceleration" "featInstrument" "featJerk" "featMagnitude" "featVariable" "featAxis" "count" "average"
"5219" 8 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Z" 38 -0.897190012631579
"5220" 8 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "NA" "NA" 418 0.0290740537296172
"5221" 8 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 38 0.176599311818421
"5222" 8 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "SD" "NA" 38 0.131337867236842
"5223" 8 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "NA" "NA" 1634 -0.742262023062974
"5224" 8 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "NA" "X" 342 -0.331445592499123
"5225" 8 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "NA" "Y" 342 -0.282609828655175
"5226" 8 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "NA" "Z" 342 -0.362523963756433
"5227" 8 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 76 -0.153956701998684
"5228" 8 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 76 0.0938851513947368
"5229" 8 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 76 0.0113097023048684
"5230" 8 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "X" 38 -0.302735102631579
"5231" 8 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 38 -0.0461356322868421
"5232" 8 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 38 -0.268253406210526
"5233" 8 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "NA" "NA" 380 -0.300319773682632
"5234" 8 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 76 0.133656626597368
"5235" 8 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 38 -0.255590314210526
"5236" 8 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "NA" "NA" 380 -0.310500981237632
"5237" 8 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 76 0.0588320159960526
"5238" 8 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 38 -0.26298447
"5239" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "NA" "NA" 1634 -0.476806836239608
"5240" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "NA" "X" 342 -0.167628350913216
"5241" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "NA" "Y" 342 -0.192901807617251
"5242" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "NA" "Z" 342 -0.245873620362281
"5243" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 76 -0.0320838255697368
"5244" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 76 0.219784163797368
"5245" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 76 0.191334123048684
"5246" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "X" 38 -0.0260463260078947
"5247" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 38 0.232184078052632
"5248" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 38 0.0214914840105263
"5249" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "NA" "NA" 380 -0.228940071215526
"5250" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 76 0.265385663448684
"5251" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 38 -0.156141093578947
"5252" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "NA" "NA" 1634 -0.455168280233843
"5253" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "NA" "X" 342 -0.0780438834187719
"5254" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "NA" "Y" 342 -0.125911580750585
"5255" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "NA" "Z" 342 -0.224373262661111
"5256" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 76 0.0219217528092105
"5257" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 76 -0.0585056386842105
"5258" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 76 -0.0608908247394737
"5259" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 38 0.172658982065789
"5260" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 38 0.273943791773684
"5261" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 38 -0.0846674186842105
"5262" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "NA" "NA" 380 -0.0865633497439474
"5263" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 76 0.256475497943421
"5264" 8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 38 0.134734731236842
"5265" 8 "WALKING_UPSTAIRS" "NA" "NA" "NA" "NA" "NA" "NA" "NA" 123 -0.0557716740276423
"5266" 8 "WALKING_UPSTAIRS" "NA" "NA" "Gyroscope" "NA" "NA" "NA" "NA" 41 -0.389305120341463
"5267" 8 "WALKING_UPSTAIRS" "NA" "NA" "Gyroscope" "Jerk" "NA" "NA" "NA" 41 0.0663775281158537
"5268" 8 "WALKING_UPSTAIRS" "NA" "Body" "Accelerometer" "NA" "NA" "NA" "NA" 41 0.0767267882926829
"5269" 8 "WALKING_UPSTAIRS" "NA" "Body" "Accelerometer" "Jerk" "NA" "NA" "NA" 41 -0.0979335780731707
"5270" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "NA" "NA" 41 0.204841820819512
"5271" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "NA" "X" 492 -0.131610424849797
"5272" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "NA" "Y" 451 -0.0358989456218847
"5273" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "NA" "Z" 410 0.0830705746948781
"5274" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 41 0.19270447595122
"5275" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 41 -0.204205356087805
"5276" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 41 -0.0724546025804878
"5277" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 41 -0.367428367219512
"5278" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 41 -0.0666980861414634
"5279" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 41 0.337526477436585
"5280" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "Magnitude" "NA" "NA" 451 -0.0753084748875831
"5281" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 41 0.166447991
"5282" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 41 -0.109327923829268
"5283" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "NA" "NA" 41 -0.422567524634146
"5284" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "NA" "X" 492 -0.0383752539459553
"5285" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "NA" "Y" 451 -0.098724029172949
"5286" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "NA" "Z" 410 -0.158970507142439
"5287" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "X" 41 -0.15544567414878
"5288" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Y" 41 -0.027919577097561
"5289" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Z" 41 -0.0534090382439024
"5290" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "X" 41 -0.40507069195122
"5291" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Y" 41 -0.424675673414634
"5292" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Z" 41 -0.430366658780488
"5293" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "NA" "NA" 451 -0.231482430006652
"5294" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 41 -0.400664014146342
"5295" 8 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 41 -0.493975031707317
"5296" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "NA" "NA" 41 0.121559152312195
"5297" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "NA" "X" 492 -0.0957895470556911
"5298" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "NA" "Y" 451 0.0087432344232816
"5299" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "NA" "Z" 410 -0.00994744168707317
"5300" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 41 0.258880152048781
"5301" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 41 -0.0282415136341463
"5302" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 41 -0.11512211995122
"5303" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "X" 41 -0.171712174634146
"5304" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 41 0.348768733170732
"5305" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 41 0.121187278790244
"5306" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "Magnitude" "NA" "NA" 451 -0.0853247089343437
"5307" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 41 0.121026629195122
"5308" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 41 -0.227200254219512
"5309" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "NA" "NA" 41 -0.132149956097561
"5310" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "NA" "X" 492 -0.0753021127357317
"5311" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "NA" "Y" 451 0.0566524821861641
"5312" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "NA" "Z" 410 -0.172390900187561
"5313" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 41 0.0813816809395122
"5314" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 41 0.014120592097561
"5315" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 41 -0.0674583919268293
"5316" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 41 -0.186618895268293
"5317" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 41 -0.0123501104926829
"5318" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 41 -0.447518179097561
"5319" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "NA" "NA" 451 -0.121531419588692
"5320" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 41 -0.141494613465854
"5321" 8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 41 -0.228296364146341
"5322" 8 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "NA" "NA" 41 0.0938868951219512
"5323" 8 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "NA" "X" 492 0.0936182098260569
"5324" 8 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "NA" "Y" 451 -0.383185021509978
"5325" 8 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "NA" "Z" 410 -0.37033527349878
"5326" 8 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "X" 41 0.860368718780488
"5327" 8 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Y" 41 -0.291341491707317
"5328" 8 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Z" 41 -0.192306960631707
"5329" 8 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "X" 41 -0.926673287804878
"5330" 8 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Y" 41 -0.931032068536585
"5331" 8 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Z" 41 -0.876168930487805
"5332" 8 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "NA" "NA" 451 -0.0853247089343437
"5333" 8 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 41 0.121026629195122
"5334" 8 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "SD" "NA" 41 -0.227200254219512
"5335" 8 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "NA" "NA" 1763 -0.75067578325865
"5336" 8 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "NA" "X" 369 -0.420275648060488
"5337" 8 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "NA" "Y" 369 -0.309731756325474
"5338" 8 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "NA" "Z" 369 -0.133978036206314
"5339" 8 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 82 -0.230652870451219
"5340" 8 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 82 -0.14878294997561
"5341" 8 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 82 -0.0651302397768293
"5342" 8 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "X" 41 -0.409955580780488
"5343" 8 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 41 -0.0478802512585366
"5344" 8 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 41 0.263202878429268
"5345" 8 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "NA" "NA" 410 -0.339932161896585
"5346" 8 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 82 -0.17886297797561
"5347" 8 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 41 -0.183325647134146
"5348" 8 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "NA" "NA" 410 -0.524100422658537
"5349" 8 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 82 -0.105803629902439
"5350" 8 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 41 -0.575733290731707
"5351" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "NA" "NA" 1763 -0.642205748124277
"5352" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "NA" "X" 369 -0.248667390881843
"5353" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "NA" "Y" 369 -0.187076905428916
"5354" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "NA" "Z" 369 -0.27196765733523
"5355" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 82 -0.228264446596341
"5356" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 82 0.0815884969804878
"5357" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 82 -0.13240117527561
"5358" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "X" 41 -0.175284990170732
"5359" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 41 0.30540146
"5360" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 41 0.133766193578049
"5361" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "NA" "NA" 410 -0.426035586063659
"5362" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 82 0.0384033852535366
"5363" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 41 -0.409282851707317
"5364" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "NA" "NA" 1763 -0.716594469575213
"5365" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "NA" "X" 369 -0.3227874782271
"5366" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "NA" "Y" 369 -0.293516424457201
"5367" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "NA" "Z" 369 -0.492210670506775
"5368" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 82 -0.158133406939268
"5369" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 82 -0.184912595702439
"5370" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 82 -0.377719407926829
"5371" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 41 -0.24733661795122
"5372" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 41 -0.0700821464439024
"5373" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 41 -0.508248316829268
"5374" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "NA" "NA" 410 -0.418694128016098
"5375" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 82 0.0713493457451219
"5376" 8 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 41 -0.379266499780488
"5377" 9 "LAYING" "NA" "NA" "NA" "NA" "NA" "NA" "NA" 150 -0.0113287730333333
"5378" 9 "LAYING" "NA" "NA" "Gyroscope" "NA" "NA" "NA" "NA" 50 0.052062224042
"5379" 9 "LAYING" "NA" "NA" "Gyroscope" "Jerk" "NA" "NA" "NA" 50 0.018204470058
"5380" 9 "LAYING" "NA" "Body" "Accelerometer" "NA" "NA" "NA" "NA" 50 0.000991077232
"5381" 9 "LAYING" "NA" "Body" "Accelerometer" "Jerk" "NA" "NA" "NA" 50 -0.021817851338
"5382" 9 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "NA" "NA" 50 -0.9060744668
"5383" 9 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "NA" "X" 600 -0.25630794162545
"5384" 9 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "NA" "Y" 550 -0.29632407638
"5385" 9 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "NA" "Z" 500 -0.3012465568526
"5386" 9 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 50 -0.013632036148
"5387" 9 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 50 -0.15890291983
"5388" 9 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 50 0.101275010682
"5389" 9 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 50 -0.9422465098
"5390" 9 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 50 -0.9266185314
"5391" 9 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 50 -0.9615953704
"5392" 9 "LAYING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "NA" "NA" 550 -0.486044712193818
"5393" 9 "LAYING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 50 -0.9071250998
"5394" 9 "LAYING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 50 -0.8985578738
"5395" 9 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "NA" "NA" 50 -0.9665653618
"5396" 9 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "NA" "X" 600 -0.215275711032067
"5397" 9 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "NA" "Y" 550 -0.267379400562364
"5398" 9 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "NA" "Z" 500 -0.3236281070086
"5399" 9 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "X" 50 -0.10384667982
"5400" 9 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Y" 50 -0.027552256948
"5401" 9 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Z" 50 -0.0569490475
"5402" 9 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "X" 50 -0.945329035
"5403" 9 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Y" 50 -0.9621702422
"5404" 9 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Z" 50 -0.9770761602
"5405" 9 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "NA" "NA" 550 -0.553668326195
"5406" 9 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 50 -0.964524819
"5407" 9 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 50 -0.9528015598
"5408" 9 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "NA" "NA" 50 -0.9296915638
"5409" 9 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "NA" "X" 600 -0.3082071659225
"5410" 9 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "NA" "Y" 550 -0.255714993848909
"5411" 9 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "NA" "Z" 500 -0.29608307156982
"5412" 9 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 50 0.2591955368
"5413" 9 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 50 -0.020526821662
"5414" 9 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 50 -0.10754972144
"5415" 9 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "X" 50 -0.94233309
"5416" 9 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 50 -0.9162927764
"5417" 9 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 50 -0.9407072854
"5418" 9 "LAYING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "NA" "NA" 550 -0.536124563770364
"5419" 9 "LAYING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 50 -0.9308684376
"5420" 9 "LAYING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 50 -0.91512680016
"5421" 9 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "NA" "NA" 50 -0.9631139004
"5422" 9 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "NA" "X" 600 -0.288439580650483
"5423" 9 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "NA" "Y" 550 -0.307606794865636
"5424" 9 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "NA" "Z" 500 -0.2938238285458
"5425" 9 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 50 0.08807344764
"5426" 9 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 50 0.011561732718
"5427" 9 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 50 -0.0070536778584
"5428" 9 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 50 -0.9647404702
